연분기,행정동코드,동이름,총유동인구수
20224,11740540,명일2동,2162108
20224,11740550,고덕1동,3800264
20224,11740560,고덕2동,2333348
20224,11740570,암사1동,8431260
20224,11740580,암사2동,2573259
20224,11740590,암사3동,1454042
20224,11740600,천호1동,10067211
20224,11740610,천호2동,11269738
20224,11740620,천호3동,7679009
20224,11740640,성내1동,5963423
20224,11740650,성내2동,8609874
20224,11740660,성내3동,6577007
20224,11740685,길동,16941692
20224,11740690,둔촌1동,7949
20224,11740700,둔촌2동,7231008
20224,11110515,청운효자동,3710225
20224,11110530,사직동,4045466
20224,11110540,삼청동,925272
20224,11110550,부암동,1165684
20224,11110560,평창동,850763
20224,11110570,무악동,1953884
20224,11110580,교남동,3754920
20224,11110600,가회동,1470368
20224,11110615,종로1?2?3?4가동,14211700
20224,11110630,종로5?6가동,6783250
20224,11110640,이화동,3787131
20224,11110650,혜화동,9482747
20224,11110670,창신1동,3049106
20224,11110680,창신2동,5915377
20224,11110690,창신3동,1189610
20224,11110700,숭인1동,2171074
20224,11110710,숭인2동,5403919
20224,11140520,소공동,2868819
20224,11140540,회현동,4675699
20224,11140550,명동,5607132
20224,11140570,필동,2304782
20224,11140580,장충동,2370640
20224,11140590,광희동,6200061
20224,11140605,을지로동,5536824
20224,11140615,신당동,6102354
20224,11140625,다산동,4286232
20224,11140635,약수동,2194188
20224,11140645,청구동,3281357
20224,11140650,신당5동,3922010
20224,11140665,동화동,3289273
20224,11140670,황학동,5816714
20224,11140680,중림동,1980240
20224,11170510,후암동,4426506
20224,11170520,용산2가동,4219838
20224,11170530,남영동,2288380
20224,11170555,청파동,7788252
20224,11170560,원효로1동,5309850
20224,11170570,원효로2동,4229587
20224,11170580,효창동,3770629
20224,11170590,용문동,2653013
20224,11170625,한강로동,5594717
20224,11170630,이촌1동,4945027
20224,11170640,이촌2동,1504229
20224,11170650,이태원1동,2654144
20224,11170660,이태원2동,2895062
20224,11170685,한남동,5901425
20224,11170690,서빙고동,1841075
20224,11170700,보광동,4016596
20224,11200520,왕십리2동,4727549
20224,11200535,왕십리도선동,5748202
20224,11200540,마장동,5477871
20224,11200550,사근동,4480873
20224,11200560,행당1동,4625616
20224,11200570,행당2동,4587817
20224,11200580,응봉동,3077611
20224,11200590,금호1가동,3635564
20224,11200615,금호2?3가동,6382643
20224,11200620,금호4가동,2983021
20224,11200645,옥수동,2944512
20224,11200650,성수1가1동,3228490
20224,11200660,성수1가2동,5413618
20224,11200670,성수2가1동,5209181
20224,11200690,성수2가3동,5526216
20224,11200720,송정동,3308618
20224,11200790,용답동,3278629
20224,11215710,화양동,9597951
20224,11215730,군자동,5589225
20224,11215740,중곡1동,3881937
20224,11215750,중곡2동,4730886
20224,11215760,중곡3동,4771588
20224,11215770,중곡4동,6474844
20224,11215780,능동,2446260
20224,11215810,광장동,6160261
20224,11215820,자양1동,8057953
20224,11215830,자양2동,5266001
20224,11215840,자양3동,6626119
20224,11215847,자양4동,8226585
20224,11215850,구의1동,8024427
20224,11215860,구의2동,5621687
20224,11215870,구의3동,6675168
20224,11230536,용신동,13996313
20224,11230545,제기동,12720943
20224,11230560,전농1동,10560614
20224,11230570,전농2동,2549631
20224,11230600,답십리1동,6955988
20224,11230610,답십리2동,6886953
20224,11230650,장안1동,9035354
20224,11230660,장안2동,7234324
20224,11230705,청량리동,6257215
20224,11230710,회기동,5864603
20224,11230720,휘경1동,6025177
20224,11230730,휘경2동,5012157
20224,11230740,이문1동,9715977
20224,11230750,이문2동,3938208
20224,11260520,면목2동,6069486
20224,11260540,면목4동,5283746
20224,11260550,면목5동,2304842
20224,11260565,면목본동,9725373
20224,11260570,면목7동,7068444
20224,11260575,면목3?8동,6409331
20224,11260580,상봉1동,5079088
20224,11260590,상봉2동,7264926
20224,11260600,중화1동,5685598
20224,11260610,중화2동,8021741
20224,11260620,묵1동,7389728
20224,11260630,묵2동,5817535
20224,11260655,망우본동,10064943
20224,11260660,망우3동,4376066
20224,11260680,신내1동,5500152
20224,11260690,신내2동,1897500
20224,11290525,성북동,4279021
20224,11290555,삼선동,10278682
20224,11290575,동선동,8410830
20224,11290580,돈암1동,2888962
20224,11290590,돈암2동,2811064
20224,11290600,안암동,7468420
20224,11290610,보문동,5781922
20224,11290620,정릉1동,4950798
20224,11290630,정릉2동,5826479
20224,11290640,정릉3동,3138910
20224,11290650,정릉4동,3344906
20224,11290660,길음1동,6695018
20224,11290685,길음2동,5135824
20224,11290705,종암동,11075286
20224,11290715,월곡1동,7255634
20224,11290725,월곡2동,6291771
20224,11290760,장위1동,6781090
20224,11290770,장위2동,4817747
20224,11290780,장위3동,2790235
20224,11290810,석관동,10364886
20224,11305534,삼양동,11329873
20224,11305535,미아동,7995179
20224,11305545,송중동,12482185
20224,11305555,송천동,12737853
20224,11305575,삼각산동,3153812
20224,11305595,번1동,6754045
20224,11305603,번2동,3115626
20224,11305608,번3동,3378827
20224,11305615,수유1동,6361648
20224,11305625,수유2동,5721714
20224,11305635,수유3동,10625705
20224,11305645,우이동,4278344
20224,11305660,인수동,8828889
20224,11320511,창1동,4025138
20224,11320512,창2동,9931476
20224,11320513,창3동,4094462
20224,11320514,창4동,3626611
